Sample	serotype	st	source
GCA_012977045.1	O25	131	blood
GCA_012977275.1	O25	131	blood
GCA_013113395.1	O25	131	blood
GCA_031327685.1	O25	131	urine
GCA_012527715.1	O25	131	blood
GCA_012527755.1	O25	131	blood
GCA_012527735.1	O25	131	blood
GCA_012527175.1	O25	131	blood
GCA_031347505.1	O25	167	others
GCA_031347545.2	O25	others	others
GCA_031327485.1	O25	131	urine
GCA_031327505.1	O25	131	urine
GCA_037631915.1	O25	410	urine
GCA_037726645.1	O25	167	others
GCA_037726685.1	O25	410	blood
GCA_012979955.1	O25	131	urine
GCA_012980135.1	O25	131	urine
GCA_012980115.1	O25	131	urine
GCA_012980095.1	O25	131	respiratory
GCA_012979675.1	O25	131	wound
GCA_012979795.1	O25	131	wound
GCA_013830795.1	O25	131	blood
GCA_013093195.1	O25	131	respiratory
GCA_013006575.1	O25	131	urine
GCA_013006715.1	O25	131	blood
GCA_013006675.1	O25	131	urine
GCA_013006795.1	O25	131	blood
GCA_013006815.1	O25	131	urine
GCA_013006835.1	O25	others	blood
GCA_013132335.3	O25	131	others
GCA_013128795.3	O25	131	urine
GCA_013130365.1	O25	131	blood
GCA_013131605.1	O25	unknown	wound
GCA_013137875.1	O25	131	blood
GCA_012526615.1	O25	131	wound
GCA_012526595.1	O25	131	respiratory
GCA_012526635.1	O25	131	blood
GCA_012526715.1	O25	648	urine
GCA_012526675.1	O25	131	wound
GCA_012526855.1	O25	131	urine
GCA_012526755.1	O25	131	blood
GCA_012526795.1	O25	131	urine
GCA_031561255.2	O25	73	blood
GCA_030707705.1	O25	others	others
GCA_031763955.1	O25	131	blood
GCA_031763995.1	O25	131	blood
GCA_031214535.2	O25	361	urine
GCA_013019385.1	O25	131	urine
GCA_013019945.1	O25	131	blood
GCA_013023245.1	O25	131	blood
GCA_013024045.1	O25	131	blood
GCA_013024005.1	O25	131	blood
GCA_013023305.1	O25	131	blood
GCA_012789315.1	O25	131	others
GCA_012775855.1	O25	131	others
GCA_012903425.1	O25	131	others
GCA_013029065.1	O25	131	urine
GCA_012526555.1	O25	131	respiratory
GCA_012775935.1	O25	131	others
GCA_012645775.1	O25	131	urine
GCA_012645765.1	O25	131	urine
GCA_012645625.1	O25	131	urine
GCA_012588225.1	O25	131	urine
GCA_012903245.1	O25	131	others
GCA_012906145.1	O25	131	others
GCA_012788965.1	O25	131	others
GCA_031764355.1	O25	131	blood
GCA_031764475.1	O25	131	blood
GCA_031764415.1	O25	131	blood
GCA_031764435.1	O25	131	blood
GCA_031764495.1	O25	131	blood
GCA_031764595.1	O25	131	blood
GCA_031764575.1	O25	131	blood
GCA_031764615.1	O25	131	blood
GCA_012789235.1	O25	131	others
GCA_012789295.1	O25	131	others
GCA_012903405.1	O25	131	others
GCA_012902825.1	O25	131	others
GCA_012788635.1	O25	131	others
GCA_012902985.1	O25	131	others
GCA_012789385.1	O25	131	others
GCA_012902925.1	O25	131	others
GCA_012903365.1	O25	131	others
GCA_012903465.1	O25	131	others
GCA_012789495.1	O25	131	others
GCA_012903445.1	O25	131	others
GCA_020300685.1	O25	131	others
GCA_012905985.1	O25	131	others
GCA_012779615.1	O25	131	others
GCA_012762975.1	O25	131	others
GCA_012789065.1	O25	131	others
GCA_012903105.1	O25	131	others
GCA_012903085.1	O25	131	others
GCA_012903185.1	O25	131	others
GCA_012779495.1	O25	131	others
GCA_012890675.1	O25	131	others
GCA_012779455.1	O25	131	others
GCA_012902705.1	O25	131	others
GCA_012902605.1	O25	131	others
GCA_012779515.1	O25	131	others
GCA_012905545.1	O25	131	others
GCA_012905805.1	O25	others	others
GCA_012903225.1	O25	131	others
GCA_012903285.1	O25	131	others
GCA_012903325.1	O25	131	others
GCA_012761095.1	O25	others	others
GCA_012902625.1	O25	131	others
GCA_012789095.1	O25	131	others
GCA_012902845.1	O25	131	others
GCA_012902865.1	O25	131	others
GCA_012902785.1	O25	131	others
GCA_012761355.1	O25	131	others
GCA_012902885.1	O25	131	others
GCA_012779435.1	O25	131	others
GCA_012775815.1	O25	131	others
GCA_012891775.1	O25	131	others
GCA_012891755.1	O25	131	others
GCA_012789155.1	O25	131	others
GCA_012891715.1	O25	131	others
GCA_012903025.1	O25	131	others
GCA_012903045.1	O25	131	others
GCA_012891275.1	O25	131	others
GCA_012891255.1	O25	131	others
GCA_012891295.1	O25	131	others
GCA_012779155.1	O25	131	others
GCA_032303615.1	O25	410	urine
GCA_031764065.1	O25	131	blood
GCA_031764055.1	O25	131	blood
GCA_031764115.1	O25	131	blood
GCA_033197115.1	O25	131	blood
GCA_031764215.1	O25	131	blood
GCA_033197135.1	O25	131	blood
GCA_031764315.1	O25	131	blood
GCA_031764295.1	O25	131	blood
GCA_012902665.1	O25	131	others
GCA_013101965.1	O25	131	blood
GCA_013100245.1	O25	131	urine
GCA_013100945.1	O25	131	wound
GCA_013100525.1	O25	131	respiratory
GCA_013102555.1	O25	131	blood
GCA_013172515.1	O25	131	blood
GCA_013172505.1	O25	131	blood
GCA_013172385.1	O25	131	blood
GCA_008388335.1	O25	131	blood
GCA_013171915.1	O25	131	blood
GCA_013173325.1	O25	131	blood
GCA_012779375.1	O25	131	others
GCA_012876955.1	O25	131	others
GCA_012877145.1	O25	131	others
GCA_012890975.1	O25	131	others
GCA_012789215.1	O25	131	others
GCA_012779235.1	O25	131	others
GCA_012891195.1	O25	131	others
GCA_012891735.1	O25	131	others
GCA_012822095.1	O25	131	others
GCA_012890635.1	O25	131	others
GCA_012890695.1	O25	131	others
GCA_012788795.1	O25	131	others
GCA_012891235.1	O25	131	others
GCA_012891175.1	O25	131	others
GCA_012890935.1	O25	131	others
GCA_012788715.1	O25	131	others
GCA_012890945.1	O25	131	others
GCA_012891055.1	O25	131	others
GCA_012761375.1	O25	131	others
GCA_012891075.1	O25	131	others
GCA_012891155.1	O25	131	others
GCA_012876635.1	O25	131	others
GCA_012876595.1	O25	131	others
GCA_012876875.1	O25	131	others
GCA_012891325.1	O25	131	others
GCA_012775835.1	O25	131	others
GCA_012821955.1	O25	131	others
GCA_012891435.1	O25	131	others
GCA_012775915.1	O25	131	others
GCA_012891555.1	O25	131	others
GCA_012876215.1	O25	131	others
GCA_012876055.1	O25	131	others
GCA_012876295.1	O25	131	others
GCA_032034825.2	O25	unknown	urine
GCA_031842345.1	O25	167	urine
GCA_013173235.1	O25	131	blood
GCA_013173135.1	O25	131	blood
GCA_013173065.1	O25	131	blood
GCA_012007475.1	O25	131	others
GCA_012008205.1	O25	131	others
GCA_012301945.1	O25	131	blood
GCA_004790715.1	O25	131	urine
GCA_008388895.1	O25	131	blood
GCA_008388675.1	O25	131	blood
GCA_008388375.1	O25	131	blood
GCA_004569645.1	O25	131	urine
GCA_004569135.1	O25	131	urine
GCA_032389195.1	O25	69	urine
GCA_047567795.1	O25	others	#N/A
GCA_047567855.1	O25	others	#N/A
GCA_047568105.1	O25	131	#N/A
GCA_004568905.1	O25	131	urine
GCA_004567885.1	O25	131	urine
GCA_008385395.1	O25	131	blood
GCA_008385085.1	O25	131	blood
GCA_008385095.1	O25	69	blood
GCA_004153125.1	O25	131	urine
GCA_004153025.1	O25	131	urine
GCA_004025945.1	O25	131	blood
GCA_037413375.1	O25	131	blood
GCA_024803145.1	O25	131	wound
GCA_037632305.1	O25	1193	urine
GCA_037632255.1	O25	1193	urine
GCA_032400185.1	O25	unknown	urine
GCA_031791575.1	O25	73	urine
GCA_032333355.2	O25	69	urine
GCA_012875475.1	O25	unknown	others
GCA_032334195.2	O25	others	urine
GCA_032335875.2	O25	405	urine
GCA_004570025.1	O25	131	urine
GCA_004569915.1	O25	unknown	urine
GCA_004569765.1	O25	131	urine
GCA_013172575.1	O25	131	blood
GCA_013174355.1	O25	131	blood
GCA_013174265.1	O25	131	blood
GCA_013174255.1	O25	131	blood
GCA_013174025.1	O25	131	blood
GCA_013174015.1	O25	131	blood
GCA_012874455.1	O25	others	others
GCA_012875145.1	O25	131	others
GCA_012875395.1	O25	131	others
GCA_012874635.1	O25	131	others
GCA_012874715.1	O25	131	others
GCA_037633515.1	O25	131	urine
GCA_037633375.1	O25	others	wound
GCA_037632985.1	O25	1193	others
GCA_013174005.1	O25	131	blood
GCA_043525275.1	O25	69	blood
GCA_043525435.1	O25	others	blood
GCA_013173955.1	O25	131	blood
GCA_013173785.1	O25	131	blood
GCA_013175025.1	O25	131	blood
GCA_013174995.1	O25	131	blood
GCA_013174925.1	O25	131	blood
GCA_013174785.1	O25	131	blood
GCA_013174755.1	O25	131	blood
GCA_013174695.1	O25	131	blood
GCA_032583295.1	O25	others	urine
GCA_030376345.1	O25	410	others
GCA_012874775.1	O25	73	others
GCA_031792355.1	O25	12	urine
GCA_031792395.1	O25	73	urine
GCA_031792455.1	O25	69	urine
GCA_047568095.1	O25	131	#N/A
GCA_047568155.1	O25	others	#N/A
GCA_047568175.1	O25	69	#N/A
GCA_047568195.1	O25	131	#N/A
GCA_047568205.1	O25	131	#N/A
GCA_047568355.1	O25	38	#N/A
GCA_047568395.1	O25	others	#N/A
GCA_030375945.1	O25	others	others
GCA_013174665.1	O25	131	blood
GCA_003602335.1	O25	131	urine
GCA_003413565.1	O25	others	blood
GCA_003413525.1	O25	others	blood
GCA_003413535.1	O25	others	blood
GCA_013037205.1	O25	73	urine
GCA_013174585.1	O25	131	blood
GCA_013174545.1	O25	131	blood
GCA_013174525.1	O25	131	blood
GCA_013174475.1	O25	131	blood
GCA_012872655.1	O25	73	others
GCA_012872675.1	O25	131	others
GCA_012879435.1	O25	131	others
GCA_012873675.1	O25	131	others
GCA_030375685.1	O25	others	urine
GCA_030375145.1	O25	others	others
GCA_030375055.1	O25	10	urine
GCA_030375025.1	O25	unknown	wound
GCA_030374825.1	O25	127	urine
GCA_030376245.1	O25	unknown	others
GCA_012874535.1	O25	131	others
GCA_013175645.1	O25	131	blood
GCA_013175495.1	O25	131	blood
GCA_013175425.1	O25	131	blood
GCA_900536975.1	O25	73	urine
GCA_003668735.1	O25	131	urine
GCA_013175345.1	O25	131	blood
GCA_013175185.1	O25	131	blood
GCA_013175135.1	O25	131	blood
GCA_030315455.1	O25	131	urine
GCA_030315465.1	O25	131	urine
GCA_012879455.1	O25	131	others
GCA_012873115.1	O25	73	others
GCA_012873255.1	O25	73	others
GCA_012872455.1	O25	131	others
GCA_012873395.1	O25	73	others
GCA_012872915.1	O25	others	others
GCA_900239855.1	O25	131	wound
GCA_900239865.1	O25	131	wound
GCA_043575045.1	O25	others	others
GCA_003388355.1	O25	131	urine
GCA_002528825.1	O25	131	blood
GCA_002522665.1	O25	73	blood
GCA_032782965.2	O25	405	others
GCA_030315605.1	O25	131	urine
GCA_030315595.1	O25	131	urine
GCA_030315615.1	O25	131	urine
GCA_030315575.1	O25	131	urine
GCA_030315555.1	O25	131	urine
GCA_030315535.1	O25	131	urine
GCA_030315505.1	O25	131	urine
GCA_030315495.1	O25	131	urine
GCA_002936495.2	O25	131	urine
GCA_002936145.2	O25	131	others
GCA_900239895.1	O25	131	respiratory
GCA_900239905.1	O25	131	wound
GCA_013782085.1	O25	131	blood
GCA_030314255.1	O25	131	urine
GCA_030314165.1	O25	131	urine
GCA_030314135.1	O25	131	urine
GCA_030314115.1	O25	131	urine
GCA_030314095.1	O25	131	urine
GCA_030314025.1	O25	131	urine
GCA_030313975.1	O25	131	urine
GCA_012871675.1	O25	131	others
GCA_012872475.1	O25	131	others
GCA_012872715.1	O25	131	others
GCA_013782025.1	O25	131	blood
GCA_002522225.1	O25	others	others
GCA_012473555.1	O25	131	blood
GCA_900239805.1	O25	131	blood
GCA_900239825.1	O25	131	blood
GCA_002528925.1	O25	131	urine
GCA_002528885.1	O25	131	blood
GCA_012473435.1	O25	131	urine
GCA_012473395.1	O25	131	urine
GCA_012473375.1	O25	131	blood
GCA_030313635.1	O25	131	blood
GCA_030313585.1	O25	131	urine
GCA_030315435.1	O25	131	urine
GCA_030315395.1	O25	131	urine
GCA_030315355.1	O25	131	urine
GCA_030315305.1	O25	131	urine
GCA_030315165.1	O25	131	urine
GCA_030314575.1	O25	131	urine
GCA_030314355.1	O25	131	urine
GCA_030314295.1	O25	131	urine
GCA_012473495.1	O25	131	urine
GCA_012473735.1	O25	131	blood
GCA_012473695.1	O25	131	urine
GCA_012473715.1	O25	131	urine
GCA_012473785.1	O25	131	urine
GCA_012473855.1	O25	131	urine
GCA_012473475.1	O25	131	wound
GCA_012473835.1	O25	131	urine
GCA_012473755.1	O25	131	urine
GCA_012473875.1	O25	131	urine
GCA_012473675.1	O25	131	blood
GCA_012473975.1	O25	131	urine
GCA_012474035.1	O25	131	urine
GCA_012474155.1	O25	131	urine
GCA_012474215.1	O25	131	urine
GCA_012474115.1	O25	131	urine
GCA_030313955.1	O25	131	urine
GCA_030313905.1	O25	131	wound
GCA_030313895.1	O25	131	blood
GCA_030313875.1	O25	131	others
GCA_030313855.1	O25	131	blood
GCA_030313815.1	O25	131	urine
GCA_030313795.1	O25	131	blood
GCA_030313775.1	O25	131	blood
GCA_030313755.1	O25	131	blood
GCA_030313725.1	O25	131	blood
GCA_030313715.1	O25	131	blood
GCA_030313695.1	O25	131	blood
GCA_030313675.1	O25	131	urine
GCA_030313655.1	O25	131	blood
GCA_030313255.1	O25	131	blood
GCA_012870775.1	O25	131	others
GCA_012870935.1	O25	131	others
GCA_012869965.1	O25	131	others
GCA_012870235.1	O25	131	others
GCA_012871315.1	O25	131	others
GCA_030313605.1	O25	131	blood
GCA_030313575.1	O25	131	blood
GCA_030313555.1	O25	131	urine
GCA_030313535.1	O25	131	urine
GCA_030313505.1	O25	131	urine
GCA_030313495.1	O25	131	urine
GCA_030313475.1	O25	131	urine
GCA_030313455.1	O25	131	urine
GCA_030313435.1	O25	131	urine
GCA_030313395.1	O25	131	urine
GCA_030313375.1	O25	131	blood
GCA_030313335.1	O25	131	urine
GCA_030313285.1	O25	131	urine
GCA_030313295.1	O25	131	urine
GCA_030313275.1	O25	131	blood
GCA_047792975.1	O25	131	#N/A
GCA_047793055.1	O25	131	#N/A
GCA_047793015.1	O25	95	#N/A
GCA_012879155.1	O25	73	others
GCA_012869525.1	O25	131	others
GCA_012869455.1	O25	131	others
GCA_012474135.1	O25	131	blood
GCA_012473595.1	O25	131	urine
GCA_012474235.1	O25	131	urine
GCA_012473815.1	O25	131	blood
GCA_012473655.1	O25	131	blood
GCA_012474275.1	O25	131	blood
GCA_012474495.1	O25	131	blood
GCA_012474525.1	O25	131	blood
GCA_012474905.1	O25	131	urine
GCA_013782855.1	O25	69	blood
GCA_013783125.1	O25	131	blood
GCA_013783495.1	O25	131	blood
GCA_030312915.1	O25	131	blood
GCA_030312885.1	O25	131	blood
GCA_030312855.1	O25	131	blood
GCA_030312835.1	O25	131	blood
GCA_012868995.1	O25	131	others
GCA_012868395.1	O25	131	others
GCA_012868655.1	O25	131	others
GCA_012868695.1	O25	131	others
GCA_047792955.1	O25	others	#N/A
GCA_047792935.1	O25	others	#N/A
GCA_013782315.1	O25	131	blood
GCA_013782475.1	O25	131	blood
GCA_012474975.1	O25	131	urine
GCA_012475035.1	O25	131	urine
GCA_012474995.1	O25	131	urine
GCA_012475055.1	O25	131	urine
GCA_012475075.1	O25	131	urine
GCA_012474635.1	O25	131	urine
GCA_012479935.1	O25	131	urine
GCA_012482455.1	O25	131	urine
GCA_013076425.1	O25	131	urine
GCA_013078185.1	O25	131	urine
GCA_013782525.1	O25	131	blood
GCA_012868375.1	O25	73	others
GCA_030313235.1	O25	131	blood
GCA_030313215.1	O25	131	urine
GCA_030313165.1	O25	131	blood
GCA_030313155.1	O25	131	blood
GCA_030313135.1	O25	131	urine
GCA_030313115.1	O25	131	urine
GCA_030313085.1	O25	131	blood
GCA_030313045.1	O25	131	urine
GCA_030313035.1	O25	131	urine
GCA_030312995.1	O25	131	blood
GCA_030312955.1	O25	131	blood
GCA_030312925.1	O25	131	blood
GCA_030312555.1	O25	131	blood
GCA_030312525.1	O25	131	blood
GCA_030312495.1	O25	131	blood
GCA_030312465.1	O25	131	others
GCA_030312455.1	O25	131	blood
GCA_012867555.1	O25	73	others
GCA_012868755.1	O25	131	others
GCA_012868915.1	O25	73	others
GCA_012868075.1	O25	131	others
GCA_047793195.1	O25	1193	#N/A
GCA_047793515.1	O25	others	#N/A
GCA_047793555.1	O25	others	#N/A
GCA_030312795.1	O25	131	blood
GCA_030312775.1	O25	131	blood
GCA_030312755.1	O25	131	blood
GCA_030312735.1	O25	131	blood
GCA_030312715.1	O25	131	blood
GCA_030312695.1	O25	131	blood
GCA_030312675.1	O25	131	blood
GCA_030312655.1	O25	131	blood
GCA_030312635.1	O25	131	blood
GCA_030312615.1	O25	131	blood
GCA_030312575.1	O25	131	others
GCA_013780485.1	O25	131	urine
GCA_013780885.1	O25	131	blood
GCA_013967645.1	O25	131	urine
GCA_013079225.1	O25	131	blood
GCA_013078045.1	O25	131	urine
GCA_013078285.1	O25	131	urine
GCA_030312425.1	O25	131	blood
GCA_030312395.1	O25	131	blood
GCA_030312375.1	O25	131	blood
GCA_030312355.1	O25	131	blood
GCA_030312295.1	O25	131	others
GCA_030312285.1	O25	131	blood
GCA_030312275.1	O25	131	blood
GCA_030312255.1	O25	unknown	blood
GCA_030312235.1	O25	131	blood
GCA_030312195.1	O25	131	blood
GCA_030312205.1	O25	131	blood
GCA_030312165.1	O25	131	blood
GCA_030312155.1	O25	131	blood
GCA_030312135.1	O25	131	blood
GCA_030312075.1	O25	131	blood
GCA_030311715.1	O25	131	blood
GCA_030311665.1	O25	131	urine
GCA_012865855.1	O25	131	others
GCA_012866215.1	O25	131	others
GCA_012866255.1	O25	95	others
GCA_012865375.1	O25	131	others
GCA_012865815.1	O25	131	others
GCA_012867355.1	O25	131	others
GCA_012880875.1	O25	others	others
GCA_012865575.1	O25	131	others
GCA_043515445.1	O25	others	others
GCA_043515675.1	O25	10	others
GCA_043515695.1	O25	69	others
GCA_012866715.1	O25	unknown	others
GCA_012866955.1	O25	131	others
GCA_030312055.1	O25	131	blood
GCA_030312035.1	O25	131	blood
GCA_030312015.1	O25	131	blood
GCA_030311945.1	O25	131	blood
GCA_030311935.1	O25	131	blood
GCA_030311915.1	O25	131	blood
GCA_030311865.1	O25	131	blood
GCA_030311855.1	O25	131	blood
GCA_030311835.1	O25	131	blood
GCA_030311815.1	O25	131	blood
GCA_030311795.1	O25	131	blood
GCA_030311775.1	O25	131	blood
GCA_030311735.1	O25	131	blood
GCA_030311745.1	O25	131	blood
GCA_012865395.1	O25	131	others
GCA_012866815.1	O25	69	others
GCA_012880755.1	O25	131	others
GCA_012866435.1	O25	73	others
GCA_014055265.1	O25	131	urine
GCA_013985075.1	O25	131	urine
GCA_012902095.1	O25	131	respiratory
GCA_013078815.1	O25	131	urine
GCA_013966165.1	O25	69	urine
GCA_012642885.1	O25	131	blood
GCA_012642925.1	O25	131	blood
GCA_012642845.1	O25	131	blood
GCA_001638065.1	O25	131	urine
GCA_001638055.1	O25	131	urine
GCA_013084545.3	O25	131	urine
GCA_012507835.1	O25	131	urine
GCA_012507815.1	O25	131	urine
GCA_001637825.1	O25	131	others
GCA_001561815.1	O25	131	blood
GCA_001561785.1	O25	131	blood
GCA_001561755.1	O25	131	blood
GCA_030311655.1	O25	131	blood
GCA_030311635.1	O25	131	blood
GCA_030311595.1	O25	131	blood
GCA_030311555.1	O25	131	blood
GCA_030311535.1	O25	131	blood
GCA_030311515.1	O25	131	blood
GCA_030311495.1	O25	131	urine
GCA_030311475.1	O25	131	urine
GCA_030311455.1	O25	131	urine
GCA_030311385.1	O25	131	urine
GCA_030311375.1	O25	131	urine
GCA_030311315.1	O25	131	urine
GCA_030311295.1	O25	131	urine
GCA_030311275.1	O25	131	blood
GCA_030311235.1	O25	131	urine
GCA_030311175.1	O25	131	urine
GCA_030310785.1	O25	131	blood
GCA_030310755.1	O25	131	blood
GCA_012865055.1	O25	131	others
GCA_012865175.1	O25	131	others
GCA_012865235.1	O25	131	others
GCA_012865335.1	O25	131	others
GCA_012862315.1	O25	131	others
GCA_047793655.1	O25	131	#N/A
GCA_047793915.1	O25	others	#N/A
GCA_047793945.1	O25	127	#N/A
GCA_047793935.1	O25	127	#N/A
GCA_012864945.1	O25	131	others
GCA_012862145.1	O25	131	others
GCA_030311155.1	O25	131	urine
GCA_030311125.1	O25	131	urine
GCA_030311085.1	O25	131	urine
GCA_030311075.1	O25	131	urine
GCA_030311055.1	O25	131	urine
GCA_030311035.1	O25	131	urine
GCA_030311015.1	O25	131	urine
GCA_030310995.1	O25	131	urine
GCA_030310965.1	O25	131	urine
GCA_030310915.1	O25	131	urine
GCA_030310895.1	O25	131	urine
GCA_030310875.1	O25	131	urine
GCA_030310825.1	O25	131	urine
GCA_030310775.1	O25	131	blood
GCA_012861665.1	O25	131	others
GCA_012862255.1	O25	73	others
GCA_012862415.1	O25	131	others
GCA_012864555.1	O25	131	others
GCA_012864795.1	O25	73	others
GCA_001561685.1	O25	131	blood
GCA_001561655.1	O25	131	blood
GCA_012587395.1	O25	131	others
GCA_012587415.1	O25	131	urine
GCA_012586815.1	O25	131	urine
GCA_012586495.1	O25	131	urine
GCA_012642905.1	O25	131	blood
GCA_001561435.1	O25	131	blood
GCA_001561365.1	O25	others	blood
GCA_001561335.1	O25	131	blood
GCA_001561275.1	O25	131	blood
GCA_001561285.1	O25	131	blood
GCA_001561205.1	O25	131	urine
GCA_001561195.1	O25	131	urine
GCA_001561115.1	O25	131	urine
GCA_001638045.1	O25	131	urine
GCA_001638025.1	O25	131	urine
GCA_001637945.1	O25	131	urine
GCA_001637905.1	O25	131	urine
GCA_001637885.1	O25	131	urine
GCA_013959565.1	O25	131	urine
GCA_030310505.1	O25	131	blood
GCA_030310495.1	O25	131	blood
GCA_030310455.1	O25	131	blood
GCA_030310435.1	O25	131	blood
GCA_030310375.1	O25	131	blood
GCA_030310355.1	O25	131	others
GCA_030310335.1	O25	131	blood
GCA_012862105.1	O25	69	others
GCA_047794495.1	O25	131	#N/A
GCA_047794555.1	O25	131	#N/A
GCA_047794615.1	O25	131	#N/A
GCA_047794835.1	O25	648	#N/A
GCA_012861275.1	O25	131	others
GCA_012860595.1	O25	131	others
GCA_030310695.1	O25	131	urine
GCA_030310685.1	O25	131	blood
GCA_030310675.1	O25	131	urine
GCA_030310625.1	O25	131	urine
GCA_030310615.1	O25	131	blood
GCA_030310575.1	O25	131	blood
GCA_030310585.1	O25	131	urine
GCA_030310555.1	O25	131	blood
GCA_030310535.1	O25	131	blood
GCA_030310035.1	O25	131	blood
GCA_030310015.1	O25	131	blood
GCA_012860615.1	O25	131	others
GCA_012860735.1	O25	131	others
GCA_012859775.1	O25	73	others
GCA_012859855.1	O25	131	others
GCA_012859915.1	O25	131	others
GCA_014082315.1	O25	131	urine
GCA_014090765.1	O25	131	urine
GCA_014083045.1	O25	131	urine
